C1r;C2r;C3r
0.714861645;1000;1000
0.74448387;1000;1000
0.719664086;1000;1000
0.744614699;1000;1000
0.755311974;1000;1000
0.74447158;1000;1000
0.665812838;1000;1000
0.706192702;1000;1000
0.708499376;1000;1000
0.738312765;1000;1000
0.713902668;1000;1000
0.738853282;1000;1000
0.724224276;1000;1000
0.749140869;1000;1000
0.738300474;1000;1000
0.720013268;1000;1000
0.710172702;1000;1000
0.738521396;0.646206221;1000
0.73415326;1000;1000
0.725745333;1000;1000
0.753191803;0.659042828;1000
0.762482572;1000;1000
0.736519323;1000;1000
0.740394487;1000;1000
0.750672889;1000;1000
0.725897602;1000;1000
0.7493495;1000;1000
0.756052319;1000;1000
0.738509105;1000;1000
0.750685122;1000;1000
0.748626724;1000;1000
0.761500993;1000;1000
0.750660598;1000;1000
0.71193051;1000;1000
0.744050573;1000;1000
0.754878677;1000;1000
0.725493014;1000;1000
0.715652448;1000;1000
0.744001141;1000;1000
0.736415473;1000;1000
0.761140902;1000;1000
0.766881877;1000;1000
0.743863421;1000;1000
0.755072194;1000;1000
0.754829245;1000;1000
0.743988851;1000;1000
0.757412566;1000;1000
0.718950939;1000;1000
0.709110373;1000;1000
0.737459066;1000;1000
0.729272547;1000;1000
0.75418914;1000;1000
0.761214351;1000;1000
0.736911659;1000;1000
0.749404668;1000;1000
0.748287171;1000;1000
0.737446776;1000;1000
0.75026964;1000;1000
0.760232772;1000;1000
0.728971913;1000;1000
0.752423811;0.658370834;1000
0.75912663;1000;1000
0.73514633;1000;1000
0.737038546;1000;1000
0.747316947;1000;1000
0.736148262;0.644129729;1000
0.753687438;1000;1000
0.759069043;1000;1000
0.746438411;1000;1000
0.749969006;1000;1000
0.758145051;1000;1000
0.762163312;1000;1000
0.67188319;1000;1000
0.712421133;1000;1000
0.71517058;1000;1000
0.744792804;1000;1000
0.722312504;1000;1000
0.744687856;1000;1000
0.757960392;1000;1000
0.7446218;1000;1000
0.666121772;1000;1000
0.708841119;1000;1000
0.70880831;1000;1000
0.738621699;1000;1000
0.716551086;1000;1000
0.738926438;1000;1000
0.726872694;1000;1000
0.751789286;1000;1000
0.738450694;1000;1000
0.720322203;1000;1000
0.710481636;1000;1000
0.73883033;0.646476539;1000
0.734462194;1000;1000
0.727938565;1000;1000
0.754105739;0.659842521;1000
0.762791506;1000;1000
0.736828258;1000;1000
0.740703422;1000;1000
0.750981823;1000;1000
0.72854602;1000;1000
0.751997917;1000;1000
0.758700737;1000;1000
0.738659325;1000;1000
0.750758279;1000;1000
0.751275141;1000;1000
0.76414941;1000;1000
0.750810818;1000;1000
0.714578928;1000;1000
0.744359508;1000;1000
0.757527095;1000;1000
0.725801948;1000;1000
0.715961382;1000;1000
0.744310075;1000;1000
0.736724408;1000;1000
0.761449836;1000;1000
0.767190811;1000;1000
0.744172355;1000;1000
0.755381128;1000;1000
0.757477663;1000;1000
0.744139071;1000;1000
0.760060984;1000;1000
0.719259874;1000;1000
0.709419307;1000;1000
0.737768001;1000;1000
0.729581481;1000;1000
0.754498074;1000;1000
0.761523286;1000;1000
0.737220593;1000;1000
0.749713603;1000;1000
0.750935588;1000;1000
0.737596996;1000;1000
0.752918057;1000;1000
0.76288119;1000;1000
0.729280848;1000;1000
0.752732745;0.658641152;1000
0.759435565;1000;1000
0.735455264;1000;1000
0.73734748;1000;1000
0.747625882;1000;1000
0.736457196;0.644400047;1000
0.753996372;1000;1000
0.759377977;1000;1000
0.746747346;1000;1000
0.750275341;1000;1000
0.758451386;1000;1000
0.7609904;1000;1000
0.710909587;1000;1000
0.744575899;1000;1000
0.753857754;1000;1000
0.72601834;1000;1000
0.716177774;1000;1000
0.744526467;1000;1000
0.7369408;1000;1000
0.761666228;1000;1000
0.767407203;1000;1000
0.744388747;1000;1000
0.75559752;1000;1000
0.753808322;1000;1000
0.744528519;1000;1000
0.756391643;1000;1000
0.720256922;1000;1000
0.710416356;1000;1000
0.73876505;1000;1000
0.73057853;1000;1000
0.755495123;1000;1000
0.762520334;1000;1000
0.738217642;1000;1000
0.750710651;1000;1000
0.748046904;1000;1000
0.738767101;1000;1000
0.750029373;1000;1000
0.759992506;1000;1000
0.732251856;1000;1000
0.755703754;0.661240784;1000
0.762406573;1000;1000
0.738426273;1000;1000
0.740318489;1000;1000
0.75059689;1000;1000
0.75155043;0.657606627;1000
0.762473641;1000;1000
0.767855247;1000;1000
0.750577766;1000;1000
0.751702699;1000;1000
0.759878744;1000;1000
0.764756416;1000;1000
0.725994731;1000;1000
0.744502858;1000;1000
0.761232931;1000;1000
0.74395545;1000;1000
0.737731602;1000;1000
0.761183499;1000;1000
0.743906018;1000;1000
0.756076636;1000;1000
0.76376682;1000;1000
0.772254552;1000;1000
0.754977071;1000;1000
0.757182445;1000;1000
0.731189527;1000;1000
0.754641424;1000;1000
0.761344244;1000;1000
0.737363944;1000;1000
0.749534561;1000;1000
0.756623894;1000;1000
0.766587026;1000;1000
0.749309545;1000;1000
0.75064037;1000;1000
0.75632326;0.661782853;1000
0.7591177;1000;1000
0.764499305;1000;1000
0.747221824;1000;1000
0.763870716;1000;1000
0.761400475;1000;1000
0.717844808;1000;1000
0.752555963;1000;1000
0.714264795;1000;1000
0.746384858;1000;1000
0.757212962;1000;1000
0.728085361;1000;1000
0.718244795;1000;1000
0.746593488;1000;1000
0.733817426;1000;1000
0.761263896;1000;1000
0.770554665;1000;1000
0.744591416;1000;1000
0.758744982;1000;1000
0.757421593;1000;1000
0.756698817;1000;1000
0.752073234;1000;1000
0.769212995;1000;1000
0.751935514;1000;1000
0.726038816;1000;1000
0.744546943;1000;1000
0.761277017;1000;1000
0.743999536;1000;1000
0.730925542;1000;1000
0.754377439;1000;1000
0.737099959;1000;1000
0.749270576;1000;1000
0.73810449;1000;1000
0.761025271;1000;1000
0.751922635;1000;1000
0.744627511;1000;1000
0.761767272;1000;1000
0.744489791;1000;1000
0.720357966;1000;1000
0.738866094;1000;1000
0.755596167;1000;1000
0.738318686;1000;1000
0.7323529;1000;1000
0.755804798;1000;1000
0.738527317;1000;1000
0.750697934;1000;1000
0.753197724;1000;1000
0.767956291;1000;1000
0.753349993;1000;1000
0.761284543;1000;1000
0.763867864;1000;1000
0.754742468;1000;1000
0.756724938;1000;1000
0.756424304;1000;1000
0.764600349;1000;1000
0.76397176;1000;1000
0.744936446;1000;1000
0.762076206;1000;1000
0.744798725;1000;1000
0.720666901;1000;1000
0.739175028;1000;1000
0.755905101;1000;1000
0.73862762;1000;1000
0.732661834;1000;1000
0.756113732;1000;1000
0.738836251;1000;1000
0.751006868;1000;1000
0.755390956;1000;1000
0.768265225;1000;1000
0.755998411;1000;1000
0.761593478;1000;1000
0.764176799;1000;1000
0.755051403;1000;1000
0.757033872;1000;1000
0.756733239;1000;1000
0.764909284;1000;1000
0.764280695;1000;1000
0.761809869;1000;1000
0.764393191;1000;1000
0.756048452;1000;1000
0.758030921;1000;1000
0.759704247;1000;1000
0.767880292;1000;1000
0.772757964;1000;1000
0.765183993;1000;1000
0.758641918;1000;1000
0.769402022;1000;1000
0.763876891;1000;1000
0.761269817;1000;1000
0.758377933;1000;1000
0.759805291;1000;1000
0.760114225;1000;1000
